Name,Full_Name,Name1910,AltName,Left_Low,Left_High,Right_Low,Right_High,ED_Minus,ED_Plus,ObjectID,JoinId
13 AVE,13 AVE,NULL,NULL,5901,5925,5902,5924,1069,1069,5617,G00011389
VOORHEES AVE,VOORHEES AVE,NULL,NULL,NA,NA,2904,2924,1004,1004,5618,G00011391
AVE M,AVE M,NULL,NULL,1901,1913,1902,1914,1009,1009,5619,G00011394
BUSHWICK PL,BUSHWICK PL,NULL,NULL,1,25,2,30,421,340,5620,G00011397
VARICK AVE,VARICK AVE,NULL,NULL,NA,NA,NA,NA,416,416,5621,G00011398
12,12,NULL,NULL,95,157,86,146,527,527,5622,G00011400
CLEVELAND,CLEVELAND,NULL,NULL,421,437,416,446,778,779,5623,G00011405
60,60,NULL,NULL,1003,1075,1004,1068,1068,1068,5624,G00011407
LOTT PL,LOTT PL,NULL,NULL,NA,NA,NA,NA,999,999,5625,G00011409
E 25,E 25,NULL,NULL,237,267,238,266,1015,1015,5626,G00011413
52,52,NULL,NULL,701,779,702,776,1092,1093,5627,G00011414
BAY 17,BAY 17,NULL,NULL,NA,NA,NA,NA,1056,1056,5628,G00011415
MYRTLE AVE,MYRTLE AVE,NULL,NULL,1361,1373,1326,1354,827,827,5629,G00011419
METROPOLITAN AVE,METROPOLITAN AVE,NULL,NULL,NA,NA,NA,NA,409,416,5630,G00011420
WARWICK,WARWICK,NULL,NULL,281,307,306,308,774,774,5631,G00011421
STANLEY AVE,STANLEY AVE,NULL,NULL,NA,NA,NA,NA,982,982,5632,G00011422
64,64,NULL,NULL,NA,NA,602,664,1096,1096,5633,G00011426
14 AVE,14 AVE,NULL,NULL,6901,6917,6902,6918,1412,1070,5634,G00011428
BAINBRIDGE,BAINBRIDGE,NULL,NULL,73,137,72,138,619,619,5635,G00011432
HOPKINSON AVE,THOMAS BOYLAND,HOPKINSON AVE,NULL,575,631,576,632,801,729,5636,G00011433
AVE M,AVE M,NULL,NULL,501,513,502,514,1030,1030,5637,G00011435
SARATOGA AVE,SARATOGA AVE,NULL,NULL,83,101,82,100,698,697,5638,G00011436
BATH AVE,BATH AVE,NULL,NULL,2249,2273,2260,2274,1051,1051,5639,G00011437
DE KALB AVE,DE KALB AVE,NULL,NULL,1459,1495,1466,1542,849,851,5640,G00011438
43,43,NULL,NULL,101,181,100,180,141,141,5641,G00011440
SUTTER AVE,SUTTER AVE,NULL,NULL,495,520,496,514,793,793,5642,G00011441
TOMPKINS AVE,TOMPKINS AVE,NULL,NULL,151,169,148,160,492,493,5643,G00011442
ROEBLING,ROEBLING,NULL,NULL,65,83,68,86,290,290,5644,G00011446
AVE N,AVE N,NULL,NULL,NA,NA,NA,NA,988,988,5645,G00011447
S 5,S 5,NULL,NULL,169,NA,166,NA,273,273,5646,G00011449
PARKVILLE AVE,PARKVILLE AVE,NULL,NULL,1,91,2,92,1028,1028,5647,G00011453
MACON,MACON,NULL,NULL,35,87,36,86,603,603,5648,G00011455
AVE W,AVE W,NULL,NULL,NA,NA,NA,NA,1004,1004,5649,G00011458
1 AVE,1 AVE,NULL,NULL,4701,4725,4702,4724,142,142,5650,G00011459
CANARSIE RD,E 92,CANARSIE RD,NULL,1243,1259,NA,NA,987,987,5651,G00011460
DUMONT AVE,DUMONT AVE,NULL,NULL,NA,NA,NA,NA,981,981,5652,G00011462
OVINGTON AVE,OVINGTON AVE,NULL,NULL,1201,1269,NA,NA,1070,1070,5653,G00011464
HUMBOLDT,HUMBOLDT,NULL,NULL,NA,NA,NA,NA,377,376,5654,G00011465
STEWART AVE,STEWART AVE,NULL,NULL,NA,NA,NA,NA,1097,1097,5655,G00011467
CLARK,CLARK,NULL,NULL,101,117,102,118,5,5,5656,G00011468
HEGEMAN AVE,HEGEMAN AVE,HEGEMAN AVE,NULL,151,161,NA,NA,803,987,5657,G00011470
THAMES,THAMES,NULL,NULL,49,79,50,80,426,427,5658,G00011471
GRAHAM AVE,GRAHAM AVE,NULL,NULL,231,243,236,254,318,319,5659,G00011473
104,104,NULL,NULL,1101,1183,1102,1184,988,988,5660,G00011474
10,10,NULL,NULL,NA,NA,NA,NA,542,528,5661,G00011476
AVE H,AVE H,NULL,NULL,NA,NA,1302,1330,1406,1406,5662,G00011477
AVE P,AVE P,NULL,NULL,NA,NA,NA,NA,1001,1001,5663,G00011478
MYRTLE AVE,MYRTLE AVE,NULL,NULL,403,421,402,422,465,91,5664,G00011480
AVE R,AVE R,NULL,NULL,1205,1227,1202,1224,1007,1006,5665,G00011481
EVERGREEN AVE,EVERGREEN AVE,NULL,NULL,89,97,100,108,838,817,5666,G00011482
PITKIN AVE,PITKIN AVE,NULL,NULL,2601,2623,2602,2624,977,978,5667,G00011485
DEAN,DEAN,NULL,NULL,NA,NA,NA,NA,643,643,5668,G00011487
4 AVE,4 AVE,NULL,NULL,5501,5523,NA,NA,154,154,5669,G00011488
4 AVE,4 AVE,NULL,NULL,NA,NA,6002,6024,1095,1101,5670,G00011489
SUTTER AVE,SUTTER AVE,NULL,NULL,761,787,762,780,789,789,5671,G00011490
TROY AVE,TROY AVE,NULL,NULL,119,145,124,150,631,628,5672,G00011492
SAINT NICHOLASS AVE,SAINT NICHOLASS AVE,NULL,NULL,161,179,162,180,861,861,5673,G00011496
7 AVE,7 AVE,NULL,NULL,227,247,234,252,564,563,5674,G00011497
E 94,E 94,NULL,NULL,929,1009,940,1010,987,987,5675,G00011499
RYDER AVE,RYDER AVE,NULL,NULL,NA,NA,NA,NA,1030,1030,5676,G00011500
BKLYN AVE,BKLYN AVE,NULL,NULL,NA,NA,288,304,669,669,5677,G00011501
39,39,NULL,NULL,NA,NA,NA,NA,136,136,5678,G00011503
E 53,E 53,NULL,NULL,NA,NA,NA,NA,952,952,5679,G00011506
CROPSEY AVE,CROPSEY AVE,NULL,NULL,1853,1875,NA,NA,1055,1055,5680,G00011507
HAWTHORNE,HAWTHORNE,NULL,NULL,215,295,216,292,933,933,5681,G00011511
MAC DONALD AVE,MAC DONALD AVE,NULL,NULL,981,1007,982,1008,1028,1061,5682,G00011512
14 AVE,14 AVE,NULL,NULL,NA,NA,NA,NA,1064,1064,5683,G00011514
CLINTON AVE,91,CLINTON AVE,NULL,301,381,302,380,1081,1081,5684,G00011515
KING,KING,NULL,NULL,171,221,168,216,239,239,5685,G00011520
ETNA,ETNA,NULL,NULL,165,199,166,200,966,968,5686,G00011522
AVE M,AVE M,NULL,NULL,3701,3723,3702,3724,1008,1008,5687,G00011523
GROVE,GROVE,NULL,NULL,329,381,330,382,878,879,5688,G00011524
MALBONE,EMPIRE BLVD,MALBONE,NULL,397,413,398,420,681,681,5689,G00011525
EAST PKWY,EAST PKWY,NULL,NULL,NA,NA,540,618,670,670,5690,G00011526
78,78,NULL,NULL,1101,1169,1102,1170,1071,1071,5691,G00011530
BROADWAY,BROADWAY,NULL,NULL,1245,1287,1252,1280,825,684,5692,G00011532
E 53,E 53,NULL,NULL,1083,1149,1084,1150,999,999,5693,G00011534
DE GRAW,DE GRAW,NULL,NULL,637,697,656,720,187,187,5694,G00011538
E 56,E 56,NULL,NULL,281,283,280,324,990,990,5695,G00011539
18 AVE,18 AVE,NULL,NULL,NA,NA,NA,NA,1058,1058,5696,G00011542
E 34,E 34,NULL,NULL,839,891,824,890,997,997,5697,G00011552
LINDEN AVE,LINDEN BLVD,LINDEN AVE,NULL,747,769,748,770,952,952,5698,G00011553
VILLAGE N RD,VILLAGE N RD,NULL,NULL,61,89,62,98,1037,1037,5699,G00011554
OCEAN PKWY,OCEAN PKWY,NULL,NULL,NA,NA,1702,1756,1031,1031,5700,G00011555
104,104,NULL,NULL,1301,1383,1302,1384,988,988,5701,G00011556
BEDFORD AVE,BEDFORD AVE,NULL,NULL,95,105,94,108,280,280,5702,G00011558
GREENPOINT AVE,GREENPOINT AVE,NULL,NULL,197,215,NA,NA,376,376,5703,G00011559
OLIVE,OLIVE,NULL,NULL,NA,NA,NA,NA,415,414,5704,G00011560
AVE K,AVE K,NULL,NULL,1401,1423,1402,1424,1406,1406,5705,G00011563
BOERUM,BOERUM,NULL,NULL,107,141,108,140,334,335,5706,G00011572
FRONT AVE,FRONT AVE,NULL,NULL,NA,NA,NA,NA,428,428,5707,G00011573
41,41,NULL,NULL,913,967,914,968,1090,1090,5708,G00011574
LEWIS AVE,LEWIS AVE,NULL,NULL,71,85,70,86,518,513,5709,G00011577
E 52,E 52,NULL,NULL,1299,1327,1300,1328,999,999,5710,G00011579
E 19,E 19,NULL,NULL,2001,2083,2002,2086,1032,1032,5711,G00011580
FLATBUSH AVE,FLATBUSH AVE,NULL,NULL,1597,NA,NA,NA,998,1011,5712,G00011582
SCHNECTADY AVE,SCHNECTADY AVE,NULL,NULL,NA,NA,NA,NA,680,680,5713,G00011588
ALBANY AVE,ALBANY AVE,NULL,NULL,1299,1397,1300,1398,1405,1405,5714,G00011590
MOFFAT,MOFFAT,NULL,NULL,67,111,66,110,915,915,5715,G00011591
KENT AVE,KENT AVE,NULL,NULL,353,373,352,372,269,269,5716,G00011592
FULTON,FULTON,NULL,NULL,2959,2981,2962,2980,770,773,5717,G00011595
BEDFORD AVE,BEDFORD AVE,NULL,NULL,990,1009,1018,1088,487,106,5718,G00011600
LORIMER,LORIMER,NULL,NULL,573,593,574,594,299,302,5719,G00011602
EAST PKWY,EAST PKWY,NULL,NULL,NA,NA,NA,NA,719,721,5720,G00011603
AVE G,GLENWOOD RD,AVE G,AVE G,NA,NA,NA,NA,987,987,5721,G00011605
E 49,E 49,NULL,NULL,NA,NA,NA,NA,1000,999,5722,G00011609
BAY 32,BAY 32,NULL,NULL,1,77,2,72,1051,1051,5723,G00011611
E 71,E 71,NULL,NULL,NA,NA,NA,NA,1000,1000,5724,G00011612
BAY 26,BAY 26,NULL,NULL,1,77,2,76,1053,1053,5725,G00011613
E 17,E 17,NULL,NULL,NA,809,831,NA,1406,1406,5726,G00011614
BATH AVE,BATH AVE,NULL,NULL,1901,1927,1902,1924,1054,1054,5727,G00011616
BRADFORD,BRADFORD,NULL,NULL,323,363,332,366,790,790,5728,G00011618
GRAND AVE,GRAND AVE,NULL,NULL,497,521,510,536,169,168,5729,G00011619
BERRY,BERRY,NULL,NULL,67,79,68,80,276,276,5730,G00011620
E 28,E 28,NULL,NULL,1101,1185,1102,1186,1008,1008,5731,G00011621
ROCK,ROCK,NULL,NULL,1,33,2,34,427,427,5732,G00011627
53,53,NULL,NULL,601,669,602,680,155,155,5733,G00011633
E 2,E 2,NULL,NULL,NA,NA,NA,NA,1037,1037,5734,G00011636
E 43,E 43,NULL,NULL,651,743,652,744,995,995,5735,G00011637
FILLMORE AVE,FILLMORE AVE,NULL,NULL,NA,NA,NA,NA,1001,1001,5736,G00011639
DITMAS AVE,DITMAS AVE,NULL,NULL,NA,NA,NA,NA,987,987,5737,G00011641
CATON AVE,CATON AVE,NULL,NULL,2105,2127,2104,2128,928,927,5738,G00011642
W 7,W 7,NULL,NULL,2301,2327,2302,2326,1038,1038,5739,G00011645
FORBELL,FORBELL,NULL,NULL,NA,NA,218,264,981,981,5740,G00011649
TOMPKINS AVE,TOMPKINS AVE,NULL,NULL,19,35,22,34,501,501,5741,G00011654
BEDFORD AVE,BEDFORD AVE,NULL,NULL,511,525,522,538,435,431,5742,G00011655
ASHFORD,ASHFORD,NULL,NULL,507,563,526,564,786,786,5743,G00011657
PORTAL,PORTAL,NULL,NULL,NA,NA,NA,NA,666,666,5744,G00011660
AVE T,AVE T,NULL,NULL,NA,NA,NA,NA,1001,1001,5745,G00011666
ROGERS AVE,ROGERS AVE,NULL,NULL,267,291,248,272,676,673,5746,G00011668
HAMBURG AVE,WILSON AVE,HAMBURG AVE,NULL,435,445,434,444,883,898,5747,G00011671
OLD WOOD POINT RD,OLD WOOD POINT RD,NULL,NULL,NA,NA,NA,NA,411,411,5748,G00011673
SHELL RD,SHELL RD,NULL,NULL,NA,NA,NA,NA,1038,1038,5749,G00011674
NEWPORT,NEWPORT,NULL,NULL,155,155,148,156,964,964,5750,G00011676
HUMBOLDT,HUMBOLDT,NULL,NULL,73,95,82,100,352,353,5751,G00011677
COLONIAL RD,COLONIAL RD,NULL,NULL,NA,NA,NA,NA,1102,1102,5752,G00011678
PINE,PINE,NULL,NULL,NA,NA,760,792,982,982,5753,G00011680
WASHINGTON AVE,WASHINGTON AVE,NULL,NULL,NA,NA,NA,NA,195,195,5754,G00011684
WYTHE AVE,WYTHE AVE,NULL,NULL,767,773,802,804,438,438,5755,G00011686
HENRY,HENRY,NULL,NULL,513,531,502,518,65,73,5756,G00011689
E 28,E 28,NULL,NULL,2001,2085,2002,2086,1006,1006,5757,G00011690
AVE R,AVE R,NULL,NULL,NA,NA,NA,NA,1001,1001,5758,G00011691
DUFFIELD,DUFFIELD,NULL,NULL,1,23,2,24,48,48,5759,G00011696
9 AVE,9 AVE,NULL,NULL,6401,6423,6402,6424,1087,1087,5760,G00011698
W 12,W 12,NULL,NULL,1701,1789,1702,1794,1031,1031,5761,G00011702
PARK PL,PARK PL,NULL,NULL,NA,NA,NA,NA,175,175,5762,G00011704
17,17,NULL,NULL,NA,NA,NA,NA,574,576,5763,G00011706
ATLANTIC AVE,ATLANTIC AVE,NULL,NULL,2617,2641,NA,NA,753,754,5764,G00011707
BKLYN AVE,BKLYN AVE,NULL,NULL,469,491,466,492,681,681,5765,G00011710
BENSON AVE,BENSON AVE,NULL,NULL,1921,1941,1928,1946,1054,1054,5766,G00011711
86,86,NULL,NULL,NA,NA,NA,NA,1038,1038,5767,G00011712
WOODRUFF AVE,WOODRUFF AVE,NULL,NULL,79,123,68,112,928,928,5768,G00011714
WASHINGTON AVE,WASHINGTON AVE,NULL,NULL,611,635,634,658,167,167,5769,G00011715
PULASKI,PULASKI,NULL,NULL,409,473,422,482,518,520,5770,G00011716
4 AVE,4 AVE,NULL,NULL,677,691,NA,NA,124,118,5771,G00011718
PATCHEN AVE,PATCHEN AVE,NULL,NULL,NA,NA,2,2,522,522,5772,G00011720
S 3,S 3,NULL,NULL,205,235,208,240,267,268,5773,G00011723
HICKS,HICKS,NULL,NULL,0,0,0,0,7,6,5774,G00011724
W 8,W 8,NULL,NULL,2201,2267,2202,2260,1038,1038,5775,G00011725
W 4,W 4,NULL,NULL,NA,NA,1773,1787,1031,1031,5776,G00011726
CANARSIE RD,CANARSIE RD,NULL,NULL,NA,NA,1550,1550,988,988,5777,G00011727
CENTRAL AVE,CENTRAL AVE,NULL,NULL,221,237,242,254,827,826,5778,G00011729
E 7,E 7,NULL,NULL,NA,NA,214,238,926,926,5779,G00011732
UNDERHILL AVE,UNDERHILL AVE,NULL,NULL,NA,NA,NA,NA,192,192,5780,G00011734
TROY AVE,TROY AVE,NULL,NULL,NA,NA,NA,NA,999,999,5781,G00011735
FOSTER AVE,FOSTER AVE,NULL,NULL,NA,NA,NA,NA,1405,1405,5782,G00011739
FLATBUSH AVE,FLATBUSH AVE,NULL,NULL,NA,NA,1016,1052,1015,1018,5783,G00011740
AVE I,AVE I,NULL,NULL,NA,NA,NA,NA,1011,1008,5784,G00011743
WASHINGTON AVE,WASHINGTON AVE,NULL,NULL,NA,NA,NA,NA,195,195,5785,G00011744
WARWICK,WARWICK,NULL,NULL,385,409,376,402,779,780,5786,G00011746
PARK PL,PARK PL,NULL,NULL,723,347,722,748,622,656,5787,G00011749
5 AVE,5 AVE,NULL,NULL,225,239,230,250,533,534,5788,G00011750
ESSEX,ESSEX,NULL,NULL,457,501,472,490,784,784,5789,G00011751
GRAHAM AVE,GRAHAM AVE,NULL,NULL,31,45,48,63,355,355,5790,G00011752
16 AVE,16 AVE,NULL,NULL,4901,4923,4902,4924,1061,1409,5791,G00011753
ATLANTIC AVE,ATLANTIC AVE,NULL,NULL,NA,NA,NA,NA,972,972,5792,G00011760
OVINGTON AVE,OVINGTON AVE,NULL,NULL,1101,1179,1102,1180,1068,1071,5793,G00011763
E 13,E 13,NULL,NULL,805,829,806,816,1406,1406,5794,G00011766
10 AVE,10 AVE,NULL,NULL,7801,7823,7802,7824,1071,1071,5795,G00011767
FARRAGUT RD,FARRAGUT RD,NULL,NULL,NA,NA,NA,NA,987,987,5796,G00011769
78,78,NULL,NULL,1801,1873,1802,1874,1057,1057,5797,G00011774
CORTELYOU RD,CORTELYOU RD,NULL,NULL,NA,NA,1502,1510,1020,1024,5798,G00011776
BOND,BOND,NULL,NULL,347,363,356,372,220,220,5799,G00011779
CLARENDON RD,CLARENDON RD,NULL,NULL,4201,4223,4202,4224,992,995,5800,G00011783
SURF AVE,SURF AVE,NULL,NULL,802,900,801,899,1040,1047,5801,G00011785
OCEAN PKWY,OCEAN PKWY,NULL,NULL,NA,NA,2434,2464,1037,1037,5802,G00011786
61,61,NULL,NULL,1961,1971,1912,1974,1058,1058,5803,G00011788
DITMARS AVE,DITMARS AVE,NULL,NULL,5,37,6,38,820,820,5804,G00011790
NOSTRAND AVE,NOSTRAND AVE,NULL,NULL,1189,1203,1180,1206,938,933,5805,G00011791
LINCOLN PL,LINCOLN PL,NULL,NULL,1293,1375,1294,1376,662,662,5806,G00011793
82,82,NULL,NULL,55,111,56,116,1083,1083,5807,G00011795
14 AVE,14 AVE,NULL,NULL,6801,6817,6802,6820,1073,1070,5808,G00011796
W 22,W 22,NULL,NULL,3001,3055,3000,3050,1042,1042,5809,G00011799
70 AVE,70 AVE,NULL,NULL,1201,1273,1202,1272,1070,1070,5810,G00011800
35,35,NULL,NULL,NA,NA,NA,NA,1064,1064,5811,G00011804
BAY PKWY,BAY PKWY,NULL,NULL,8101,8109,8102,8118,1051,1052,5812,G00011808
AVE J,AVE J,NULL,NULL,9601,9623,9602,9624,987,988,5813,G00011811
NEW UTRECHT AVE,NEW UTRECHT AVE,NULL,NULL,NA,NA,4402,4406,1090,1090,5814,G00011812
PUTNAM AVE,PUTNAM AVE,NULL,NULL,861,941,876,960,688,688,5815,G00011814
ATLANTIC AVE,ATLANTIC AVE,NULL,NULL,NA,NA,NA,NA,773,774,5816,G00011818
BEDFORD AVE,BEDFORD AVE,NULL,NULL,1111,1125,1134,1148,579,110,5817,G00011819
KENT AVE,KENT AVE,NULL,NULL,875,917,888,930,96,96,5818,G00011820
AVE C,AVE C,NULL,NULL,101,129,102,130,1021,1022,5819,G00011823
NOLL,NOLL,NULL,NULL,71,109,72,112,838,838,5820,G00011824
FLATBUSH AVE,FLATBUSH AVE,NULL,NULL,NA,NA,NA,NA,1000,1001,5821,G00011826
E 38,E 38,NULL,NULL,1801,1845,1802,1846,1001,1001,5822,G00011830
DE GRAW,DE GRAW,NULL,NULL,NA,NA,NA,NA,213,213,5823,G00011833
S LAKE DR,S LAKE DR,NULL,NULL,NA,NA,NA,NA,NA,NA,5824,G00011836
PROSPECT AVE,PROSPECT AVE,NULL,NULL,1141,1171,1140,1172,573,920,5825,G00011837
NEVINS,NEVINS,NULL,NULL,63,81,68,84,30,28,5826,G00011840
MILL,MILL,NULL,NULL,1,41,2,40,250,250,5827,G00011841
DEAN,DEAN,NULL,NULL,1899,1983,1900,1984,636,637,5828,G00011842
E 105,E 105,NULL,NULL,1255,1283,1256,1284,988,988,5829,G00011844
65,65,NULL,NULL,2101,2165,2102,2164,1058,1058,5830,G00011848
SHEFFIELD AVE,SHEFFIELD AVE,NULL,NULL,979,1037,980,1038,986,986,5831,G00011850
10 AVE,10 AVE,NULL,NULL,NA,NA,NA,NA,1068,1071,5832,G00011851
E 21,E 21,NULL,NULL,301,481,312,478,1013,1013,5833,G00011854
WILLOUGHBY AVE,WILLOUGHBY AVE,NULL,NULL,515,581,524,580,494,493,5834,G00011856
41,41,NULL,NULL,1311,1379,1310,1376,1065,1063,5835,G00011857
ROCKAWAY PKWY,ROACKAWAY PKWY,ROCKAWAY PKWY,NULL,1763,1841,1764,1842,988,988,5836,G00011860
4 AVE,4 AVE,NULL,NULL,NA,NA,6202,6224,1095,1101,5837,G00011861
E 4,E 4,NULL,NULL,NA,NA,NA,NA,1037,1037,5838,G00011862
AVE V,AVE V,NULL,NULL,7001,7021,7002,7022,1000,1000,5839,G00011864
BUSH,BUSH,NULL,NULL,55,105,54,104,250,248,5840,G00011866
CONEY IS AVE,CONEY IS AVE,NULL,NULL,1347,1441,1348,1442,1406,1030,5841,G00011869
AVE K,AVE K,NULL,NULL,1101,1123,1102,1124,1406,1406,5842,G00011871
DAHILL RD,DAHILL RD,NULL,WEST,677,691,670,698,1027,1027,5843,G00011878
72,72,NULL,NULL,331,353,326,348,1098,1098,5844,G00011883
TILDEN AVE,TILDEN AVE,NULL,NULL,4801,4821,4802,4822,991,991,5845,G00011885
AVE N,AVE N,NULL,NULL,6401,6423,6408,6424,1000,1000,5846,G00011892
HIGHLAWN AVE,HIGHLAWN AVE,NULL,NULL,217,239,218,240,1031,1031,5847,G00011893
VAN SICLEN AVE,VAN SICLEN AVE,NULL,NULL,465,509,NA,NA,789,789,5848,G00011897
WELL DR,WELL DR,NULL,NULL,NA,NA,NA,NA,NA,NA,5849,G00011898
BRADFORD,BRADFORD,NULL,NULL,491,537,492,538,808,807,5850,G00011899
88,88,NULL,NULL,101,179,102,180,1083,1083,5851,G00011908
ECKFORD,ECKFORD,NULL,NULL,93,133,96,132,389,390,5852,G00011911
E 18,E 18,NULL,NULL,NA,NA,NA,NA,1010,1406,5853,G00011913
AVE N,AVE N,NULL,NULL,NA,NA,NA,NA,988,988,5854,G00011915
EAST PKWY,EAST PKWY,NULL,NULL,1669,1739,NA,NA,644,644,5855,G00011916
MERMAID AVE,MERMAID AVE,NULL,NULL,1400,1428,1403,1429,1047,1047,5856,G00011919
OCEAN AVE,OCEAN AVE,NULL,NULL,1587,1685,1588,1686,1008,1008,5857,G00011920
BAY RIDGE AVE,BAY RIDGE AVE,NULL,NULL,409,473,414,476,1097,1097,5858,G00011926
JACKSON,JACKSON,NULL,NULL,1,47,2,50,298,298,5859,G00011928
W 9,W 9,NULL,NULL,137,169,138,170,256,256,5860,G00011931
WEST,WEST,NULL,NULL,93,107,90,106,360,384,5861,G00011935
HERKIMER,HERKIMER,NULL,NULL,961,979,964,982,709,709,5862,G00011937
FULTON,FULTON,NULL,NULL,957,981,910,930,108,111,5863,G00011939
DAHLGREEN PL,DAHLGREEN PL,NULL,NULL,157,285,NA,NA,1080,1079,5864,G00011941
AVE Z,AVE Z,NULL,NULL,NA,NA,NA,NA,1004,1004,5865,G00011942
E 2,E 2,NULL,NULL,NA,NA,NA,NA,1031,1031,5866,G00011943
LENOX RD,LENOX RD,NULL,NULL,831,853,832,854,952,952,5867,G00011946
SCHNECTADY AVE,SCHNECTADY AVE,NULL,NULL,NA,NA,NA,NA,999,996,5868,G00011948
3 AVE,3 AVE,NULL,NULL,8801,8823,8802,8824,1084,1084,5869,G00011950
DAHILL RD,DAHILL RD,NULL,WEST,1321,1363,1320,1340,1030,1030,5870,G00011951
AVE J,AVE J,NULL,NULL,3601,3623,3602,3622,999,999,5871,G00011952
RIDGEWOOD AVE,RIDGEWOOD AVE,NULL,NULL,317,349,318,350,968,969,5872,G00011955
CARROLL,CARROLL,NULL,NULL,1345,1501,1464,1520,668,679,5873,G00011956
PARK PL,PARK PL,NULL,NULL,1491,1569,1490,1570,647,647,5874,G00011957
SEELEY,SEELEY,NULL,NULL,131,163,132,162,920,920,5875,G00011958
E 18,E 18,NULL,NULL,635,729,641,730,1010,1029,5876,G00011960
E 95,E 95,NULL,NULL,1239,1319,1240,1320,988,988,5877,G00011962
AVE V,AVE V,NULL,NULL,NA,NA,NA,NA,1037,1037,5878,G00011965
WALLABOUT,WALLABOUT,NULL,NULL,279,315,364,400,453,454,5879,G00011967
NARROWS AVE,NARROWS AVE,NULL,NULL,NA,NA,NA,NA,1099,1099,5880,G00011970
73,73,NULL,NULL,NA,NA,NA,NA,1412,1412,5881,G00011971
GLENWOOD RD,GLENWOOD RD,NULL,NULL,NA,NA,NA,NA,999,999,5882,G00011972
RICHARDSON,RICHARDSON,NULL,NULL,51,NA,52,NA,300,300,5883,G00011973
E 19,E 19,NULL,NULL,1423,1505,1424,1498,1007,1007,5884,G00011975
CHURCH AVE,CHURCH AVE,NULL,NULL,1701,1712,1700,1724,927,1017,5885,G00011976
LOTT AVE,LOTT AVE,NULL,NULL,97,99,NA,NA,964,964,5886,G00011977
HUMBOLDT,HUMBOLDT,NULL,NULL,405,417,406,418,305,411,5887,G00011979
GREENPOINT AVE,GREENPOINT AVE,NULL,NULL,279,287,NA,NA,376,376,5888,G00011980
GREENE AVE,GREENE AVE,NULL,NULL,299,353,282,348,105,105,5889,G00011983
AVE M,AVE M,NULL,NULL,NA,NA,4802,4824,1000,1000,5890,G00011984
DE KALB AVE,DE KALB AVE,NULL,NULL,1675,1729,1676,1730,864,864,5891,G00011986
AVE V,AVE V,NULL,NULL,NA,NA,NA,NA,1038,1038,5892,G00011987
MERMAID AVE,MERMAID AVE,NULL,NULL,1500,1522,1503,1523,1047,1047,5893,G00011988
E 51,E 51,NULL,NULL,155,215,156,220,950,950,5894,G00011989
WASHINGTON AVE,WASHINGTON AVE,NULL,NULL,NA,NA,NA,NA,931,682,5895,G00011992
AVE T,AVE T,NULL,NULL,250,270,NA,NA,1031,1038,5896,G00011993
8,8,NULL,NULL,283,351,282,348,540,541,5897,G00011994
E 59,E 59,NULL,NULL,NA,NA,NA,NA,1000,1000,5898,G00011996
6 AVE,6 AVE,NULL,NULL,633,657,616,636,551,121,5899,G00011997
AVE I,AVE I,NULL,NULL,NA,NA,NA,NA,1030,1030,5900,G00011999
CENTRAL AVE,CENTRAL AVE,NULL,NULL,605,621,630,646,912,913,5901,G00012001
LEFFERTS AVE,LEFFERTS AVE,NULL,NULL,17,119,14,118,682,931,5902,G00012003
NEW UTRECHT AVE,NEW UTRECHT AVE,NULL,NULL,6301,6321,6302,6326,1059,1069,5903,G00012004
AVE W,AVE W,NULL,NULL,NA,NA,NA,NA,1004,1004,5904,G00012010
72,72,NULL,NULL,1201,1271,1202,1272,1070,1072,5905,G00012012
GREENWOOD AVE,GREENWOOD AVE,NULL,NULL,701,725,702,726,920,921,5906,G00012014
JEWELL,JEWELL,NULL,NULL,1,77,2,52,393,393,5907,G00012016
EAST PKWY,EAST PKWY,NULL,NULL,709,783,NA,NA,660,660,5908,G00012017
81,81,NULL,NULL,1801,1871,1802,1872,1057,1055,5909,G00012018
CHAUNCEY,CHAUNCEY,NULL,NULL,109,161,72,130,620,620,5910,G00012022
MELROSE,MELROSE,NULL,NULL,1,45,2,46,813,813,5911,G00012027
62,62,NULL,NULL,NA,NA,NA,NA,1030,1030,5912,G00012028
60,60,NULL,NULL,NA,NA,NA,NA,1030,1030,5913,G00012029
HARING,HARING,NULL,NULL,1801,1893,1802,1894,1005,1005,5914,G00012030
IRVINGTON PL,IRVINGTON PL,NULL,NULL,11,31,4,26,1029,1029,5915,G00012032
50,50,NULL,NULL,401,471,402,476,148,149,5916,G00012034
5 AVE,5 AVE,NULL,NULL,187,205,190,206,188,189,5917,G00012037
MERMAID AVE,MERMAID AVE,NULL,NULL,1900,1928,1903,1929,1047,1047,5918,G00012038
AVE V,AVE V,NULL,NULL,NA,NA,NA,NA,1005,1005,5919,G00012039
12 AVE,12 AVE,NULL,NULL,7201,7223,7202,7224,1072,1071,5920,G00012040
GLENWOOD RD,GLENWOOD RD,NULL,NULL,NA,NA,NA,NA,1010,1010,5921,G00012041
LOMBARDY,LOMBARDY,NULL,NULL,1,51,2,52,409,409,5922,G00012043
18 AVE,18 AVE,NULL,NULL,6201,6223,6202,NA,1058,1058,5923,G00012044
95,95,NULL,NULL,201,285,200,284,1081,1081,5924,G00012047
E 8,E 8,NULL,NULL,1125,1199,1126,NA,1030,1030,5925,G00012049
AVE K,AVE K,NULL,NULL,701,723,702,724,1030,1030,5926,G00012054
