ED,Name,Min,Max
9,WATER,NA,NA
9,WILLIAM,1,78
10,ANN,NA,NA
10,BEEKMAN,63,140
10,BURLING SLIP,1,41
10,CLIFF,1,72
10,FERRY,1,59
10,FLETCHER,1,45
10,FRONT,NA,NA
10,FULTON,1,79
10,GOLD,1,86
10,JACOB,NA,NA
10,JOHN,90,120
10,LIBERTY,NA,NA
10,MAIDEN LN,80,169
10,PEARL,198,312
10,PECK SL,NA,NA
10,PECK SLIP,NA,NA
10,PIER 17,NA,NA
10,PIER 18,NA,NA
10,PLATT,1,23
10,RYDERS ALY,NA,NA
10,SOUTH,NA,NA
10,SPRUCE,NA,NA
10,WATER,154,258
11,ANN,1,92
11,BEEKMAN,1,62
11,BROADWAY,NA,NA
11,CORTLANDT,NA,NA
11,DEY,NA,NA
11,DUTCH,1,21
11,FULTON,78,165
11,GOLD,1,77
11,JOHN,1,89
11,LIBERTY,1,76
11,LIBERTY PL,1,12
11,MAIDEN LN,1,87
11,NASSAU,40,152
11,PARK ROW,NA,NA
11,PLATT,22,41
11,RYDERS ALY,NA,NA
11,SPRUCE,NA,NA
11,THEATRE ALY,NA,NA
11,WILLIAM,79,185
12,BROADWAY,NA,NA
12,CORTLANDT,1,82
12,DEY,1,88
12,GREENWICH,148,185
12,JOHN,NA,NA
12,LIBERTY,77,148
12,MAIDEN LN,NA,NA
12,NEW CHURCH,10,36
12,TEMPLE,NA,NA
12,WASHINGTON,155,180
12,WEST,NA,NA
13,ANN,NA,NA
13,BARCLAY,1,110
13,BROADWAY,NA,NA
13,CHURCH,1,26
13,COLLEGE PL,NA,NA
13,DEY,1,88
13,FULTON,160,261
13,GREENWICH,180,229
13,NEW CHURCH,1,9
13,PARK ROW,NA,NA
13,VESEY,1,110
13,WASHINGTON,181,222
13,WEST,NA,NA
14,BARCLAY,1,110
14,BISHOPS LN,NA,NA
14,BROADWAY,NA,NA
14,CHAMBERS,68,207
14,CHURCH,27,96
14,COLLEGE PL,NA,NA
14,GREENWICH,224,313
14,HUDSON,NA,NA
14,MISSION PL,NA,NA
14,MURRAY,1,112
14,PARK PL,1,107
14,READE,NA,NA
14,W BROADWAY,NA,NA
14,WARREN,1,128
14,WASHINGTON,223,299
14,WEST,NA,NA
14,NA,NA,NA
15,BROADWAY,291,363
15,CATHERINE LN,NA,NA
15,CHURCH,97,174
15,COLLEGE PL,12,97
15,DUANE,90,163
15,FRANKLIN,NA,NA
15,FRANKLIN PL,NA,NA
15,HARRISON,NA,NA
15,HUDSON,NA,NA
15,JAY,NA,NA
15,LEONARD,1,96
15,MISSION PL,NA,NA
15,PEARL,NA,NA
15,READE,NA,NA
15,THOMAS,1,97
15,TRIMBLE PL,NA,NA
15,VARICK,NA,NA
15,W BROADWAY,NA,NA
15,WORTH,1,92
16,CAROLINE,NA,NA
16,DUANE,NA,NA
16,GREENWICH,310,353
16,HARRISON,1,57
16,HUDSON,NA,NA
16,JAY,1,49
16,READE,127,197
16,STAPLE,1,22
16,THOMAS,NA,NA
16,WASHINGTON,300,336
16,WEST,NA,NA
16,WORTH,NA,NA
17,FRANKLIN,167,219
17,GREENWICH,350,383
17,HARRISON,1,57
17,HUDSON,83,120
17,LEONARD,NA,NA
17,N MOORE,48,108
17,STAPLE,NA,NA
17,WASHINGTON,335,364
17,WEST,NA,NA
18,BEACH,44,83
18,COLLISTER,NA,NA
18,GREENWICH,380,413
18,HUBERT,1,50
18,HUDSON,121,150
18,N MOORE,48,108
18,WASHINGTON,365,396
18,WEST,NA,NA
19,BEACH,14,43
19,COLLEGE PL,NA,NA
19,FRANKLIN,NA,NA
19,HUDSON,104,134
19,N MOORE,1,47
19,VARICK,1,24
19,W BROADWAY,NA,NA
19,WHITE,NA,NA
20,5 AVE S,NA,NA
20,AVE A,1,16
20,BEACH,NA,NA
20,BROADWAY,364,418
20,CANAL,284,398
20,CHURCH,175,236
20,COLLEGE PL,NA,NA
20,FRANKLIN,66,125
20,FRANKLIN PL,1,15
20,GREENE,NA,NA
20,LAIGHT,1,12
20,LISPENARD,1,74
20,MERCER,NA,NA
20,N MOORE,1,15
20,SAINT JOHNS LN,1,18
20,THOMPSON,NA,NA
20,VARICK,13,24
20,W BROADWAY,NA,NA
20,WALKER,1,69
20,WHITE,1,68
20,WOOSTER,NA,NA
20,YORK,NA,NA
21,BEACH,NA,NA
21,CANAL,397,485
21,DESBROSSES,NA,NA
21,HUBERT,NA,NA
21,HUDSON,135,215
21,LAIGHT,1,48
21,SAINT JOHNS LN,1,18
21,THOMPSON,NA,NA
21,VARICK,NA,NA
21,VESTRY,1,26
21,YORK,NA,NA
22,COLLISTER,NA,NA
22,DESBROSSES,23,41
22,GREENWICH,408,455
22,HUBERT,1,50
22,HUDSON,151,164
22,LAIGHT,47,94
22,VESTRY,49,72
22,WASHINGTON,395,440
22,WEST,NA,NA
23,CANAL,NA,NA
23,COLLISTER,NA,NA
23,DESBROSSES,1,22
23,GREENWICH,424,480
23,HUDSON,165,215
23,LAIGHT,47,67
23,RENWICK,NA,NA
23,VESTRY,27,50
23,WATTS,63,76
24,CANAL,NA,NA
24,DESBROSSES,23,41
24,GREENWICH,454,480
24,HOBOKEN,NA,NA
24,HUDSON RIVER,NA,NA
24,WASHINGTON,NA,NA
24,WATTS,77,103
24,WEST,NA,NA
25,CATHERINE,67,98
25,CATHERINE SL,NA,NA
25,CATHERINE SLIP,1,27
25,CHERRY,100,115
25,HAMILTON,NA,NA
25,OAK,50,60
25,OLIVER,57,104
25,SOUTH,NA,NA
25,WATER,377,396
26,BOWERY,NA,NA
26,CATHERINE,NA,NA
26,CHATHAM,NA,NA
26,CHATHAM SQ,NA,NA
26,DIVISION,NA,NA
26,DOYERS,NA,NA
26,E BROADWAY,2,15
26,HAMILTON,NA,NA
26,HENRY,1,14
26,MADISON,53,72
26,MONROE,NA,NA
26,MOTT,NA,NA
26,NEW BOWERY,NA,NA
26,OAK,50,60
26,OLIVER,1,58
27,HENRY,NA,NA
27,JAMES,18,72
27,MADISON,24,56
27,NEW BOWERY,43,68
27,OAK,37,49
27,OLIVER,1,58
28,CHATHAM,149,175
28,CHATHAM SQ,NA,NA
28,E BROADWAY,NA,NA
28,HENRY,NA,NA
28,JAMES,1,42
28,MADISON,NA,NA
28,MOTT,NA,NA
28,MULBERRY,NA,NA
28,NEW BOWERY,27,68
28,OLIVER,NA,NA
28,PARK ROW,NA,NA
28,ROOSEVELT,1,45
28,WORTH,NA,NA
29,BATAVIA,1,29
29,JAMES,43,85
29,MADISON,NA,NA
29,NEW BOWERY,NA,NA
29,NEW CHAMBERS,NA,NA
29,OAK,NA,NA
29,ROOSEVELT,NA,NA
30,BATAVIA,1,29
30,CHERRY,46,79
30,JAMES,84,104
30,JAMES SLIP,1,9
30,NEW CHAMBERS,68,90
30,ROOSEVELT,80,117
30,WATER,325,362
31,BATAVIA,NA,NA
31,CHERRY,80,99
31,FRONT,NA,NA
31,JAMES,73,104
31,JAMES SLIP,1,20
31,NEW CHAMBERS,NA,NA
31,OAK,37,49
31,OLIVER,57,104
31,ROOSEVELT,NA,NA
31,SOUTH,NA,NA
31,WATER,325,378
32,CHERRY,1,45
32,DOVER,NA,NA
32,DOVERS,1,42
32,FRANKLIN SQ,NA,NA
32,FRONT,237,293
32,PECK SL,NA,NA
32,PECK SLIP,NA,NA
32,RIVER FRONT,NA,NA
32,ROOSEVELT,NA,NA
32,SOUTH,NA,NA
32,WATER,259,324
33,BATAVIA,NA,NA
33,CHERRY,1,45
33,CHESTNUT,NA,NA
33,DOVER,NA,NA
33,FRANKFORT,NA,NA
33,FRANKLIN SQ,NA,NA
33,HAGUE,NA,NA
33,NEW BOWERY,NA,NA
33,NEW CHAMBERS,NA,NA
33,OAK,1,17
33,PEARL,NA,NA
33,ROOSEVELT,65,101
34,CHESTNUT,NA,NA
34,CLIFF,NA,NA
34,FRANKFORT,NA,NA
34,FRANKLIN SQ,NA,NA
34,GOLD,NA,NA
34,HAGUE,NA,NA
34,JACOB,NA,NA
34,MADISON,1,16
34,NEW BOWERY,NA,NA
34,NEW CHAMBERS,NA,NA
34,OAK,1,17
34,PEARL,NA,NA
34,ROOSEVELT,NA,NA
34,ROSE,1,67
34,VANDEWATER,1,45
35,CHAMBERS,NA,NA
35,CHATHAM,70,148
35,CHESTNUT,NA,NA
35,DUANE,NA,NA
35,MADISON,1,16
35,NEW CHAMBERS,NA,NA
35,PEARL,426,464
35,READE,NA,NA
35,ROOSEVELT,1,45
35,ROSE,NA,NA
35,WILLIAM,244,279
36,CENTRE,NA,NA
36,CHAMBERS,NA,NA
36,CHATHAM,NA,NA
36,CHESTNUT,NA,NA
36,DUANE,NA,NA
36,DUANE ST,NA,NA
36,FRANKFORT,1,36
36,GOLD,NA,NA
36,MADISON,NA,NA
36,N WILLIAM,NA,NA
36,N WILLIAM ST,1,31
36,NASSAU,NA,NA
36,NEW CHAMBERS,NA,NA
36,PARK ROW,NA,NA
36,PEARL,426,447
36,ROSE,1,67
36,TRYON ROW,NA,NA
36,WILLIAM,NA,NA
37,CHATHAM,NA,NA
37,CLIFF,73,102
37,DOVER,NA,NA
37,DOVERS,1,14
37,FERRY,1,59
37,FRANKFORT,NA,NA
37,FRANKLIN SQ,NA,NA
37,GOLD,78,103
37,JACOB,1,25
37,N WILLIAM,NA,NA
37,NASSAU,NA,NA
37,PARK ROW,NA,NA
37,PEARL,311,342
37,PECK SL,NA,NA
37,PECK SLIP,1,19
37,ROSE,NA,NA
37,SPRUCE,1,44
37,VANDEWATER,NA,NA
37,WATER,259,279
37,WILLIAM,182,205
38,BARCLAY,NA,NA
38,BEEKMAN,NA,NA
38,BROADWAY,273,334
38,CENTRE,1,73
38,CHAMBERS,NA,NA
38,CHATHAM,NA,NA
38,CITY HALL PL,1,14
38,DUANE,13,89
38,ELM,1,48
38,FRANKFORT,NA,NA
38,MANHATTAN W PL,NA,NA
38,MURRAY,NA,NA
38,NASSAU,NA,NA
38,NEW CHAMBERS,NA,NA
38,PARK,27,44
38,PARK PL,NA,NA
38,PARK ROW,NA,NA
38,PEARL,504,570
38,READE,NA,NA
38,REPUBLICAN,NA,NA
38,SPRUCE,NA,NA
38,THOMAS,NA,NA
38,TRYON ROW,NA,NA
38,WARREN,NA,NA
38,WORTH,93,135
39,CENTRE,NA,NA
39,CHAMBERS,NA,NA
39,CHATHAM,70,124
39,CITY HALL PL,11,40
39,DUANE,13,37
39,NEW CHAMBERS,NA,NA
39,PARK,27,44
39,PEARL,465,505
39,READE,NA,NA
40,BAXTER,NA,NA
40,CENTRE,52,73
40,CHATHAM,125,175
40,CHATHAM SQ,NA,NA
40,CITY HALL PL,NA,NA
40,MISSION PL,NA,NA
40,MULBERRY,1,9
40,PARK,NA,NA
40,PARK ROW,NA,NA
40,PEARL,465,512
40,WORTH,NA,NA
41,BAXTER,26,69
41,BAYARD,93,108
41,CENTRE,74,91
41,FRANKLIN,NA,NA
41,LEONARD,141,166
41,MULBERRY,28,69
41,PARK,NA,NA
41,PARK ST,82,99
41,WORTH,NA,NA
42,BAXTER,NA,NA
42,BAYARD,75,92
42,CHATHAM,NA,NA
42,E BROADWAY,NA,NA
42,JAMES,NA,NA
42,MOTT,1,53
42,MULBERRY,8,69
42,PARK,100,112
42,PARK ST,82,99
42,PELL,NA,NA
42,WORTH,168,205
43,BAYARD,39,74
43,BOWERY,NA,NA
43,CANAL,146,165
43,CATHERINE,NA,NA
43,CHATHAM,NA,NA
43,CHATHAM SQ,NA,NA
43,DIVISION,NA,NA
43,DOYERS,1,19
43,E BROADWAY,NA,NA
43,ELIZABETH,1,29
43,MOTT,1,53
43,NEW BOWERY,NA,NA
43,PARK,NA,NA
43,PARK ROW,NA,NA
43,PELL,1,34
43,WORTH,NA,NA
44,BAYARD,53,92
44,CANAL,164,204
44,ELIZABETH,1,29
44,MOTT,54,88
44,MULBERRY,68,89
45,BAXTER,70,102
45,BAYARD,93,108
45,CANAL,NA,NA
45,MULBERRY,68,89
45,WHITE,NA,NA
46,BAXTER,48,102
46,BAYARD,NA,NA
46,CANAL,221,238
46,CENTRE,92,163
46,FRANKLIN,1,18
46,LEONARD,141,166
46,WALKER,110,126
46,WHITE,115,136
47,BENSON PL,NA,NA
47,BROADWAY,335,418
47,CANAL,237,285
47,CATHARINE LN,NA,NA
47,CATHERINE LN,NA,NA
47,CENTRE,74,163
47,CORTLANDT ALY,1,54
47,ELM,47,109
47,FRANKLIN,19,68
47,LEONARD,97,140
47,LISPENARD,NA,NA
47,WALKER,70,109
47,WHITE,69,114
47,WORTH,93,135
48,BAXTER,103,128
48,CANAL,NA,NA
48,CENTRE,162,197
48,HESTER,182,219
48,MULBERRY,88,126
48,WALKER,NA,NA
49,CANAL,185,204
49,HESTER,168,191
49,MOTT,89,119
49,MULBERRY,88,126
50,CANAL,164,184
50,ELIZABETH,30,98
50,GRAND,204,220
50,HESTER,152,173
50,MOTT,89,148
51,BAXTER,127,158
51,CENTRE MARKET PL,NA,NA
51,GRAND,173,203
51,HESTER,168,207
51,MOTT,118,148
51,MULBERRY,127,149
52,BAXTER,127,158
52,BROADWAY,419,461
52,CANAL,237,285
52,CENTRE,162,228
52,CENTRE MARKET PL,NA,NA
52,CORTLANDT ALY,NA,NA
52,CROSBY,1,20
52,ELM,110,155
52,GRAND,116,172
52,HESTER,198,219
52,HOWARD,1,42
53,BROADWAY,460,487
53,BROOME,403,442
53,CENTRE,229,258
53,CROSBY,21,73
53,ELM,156,210
53,GRAND,116,163
53,MARION,1,39
53,SPRING,63,78
54,BAXTER,NA,NA
54,BROOME,NA,NA
54,CENTRE,229,258
54,CENTRE MARKET PL,159,180
54,ELM,NA,NA
54,GRAND,162,189
54,MARION,1,39
54,MULBERRY,149,211
54,SPRING,47,62
55,BROOME,371,388
55,GRAND,188,203
55,MOTT,149,206
55,MULBERRY,149,211
55,SPRING,29,46
56,BROOME,355,370
56,ELIZABETH,99,164
56,GRAND,204,220
56,MOTT,149,206
56,SPRING,13,28
57,BOWERY,58,193
57,BROOME,342,354
57,CANAL,146,165
57,DELANCEY,NA,NA
57,ELIZABETH,30,164
57,GRAND,221,235
57,HESTER,138,159
57,SPRING,1,12
58,BOWERY,190,284
58,E HOUSTON,73,88
58,ELIZABETH,165,259
58,PRINCE,1,15
58,RIVINGTON,NA,NA
58,SPRING,1,12
58,STANTON,NA,NA
59,ELIZABETH,165,199
59,MOTT,207,239
59,PRINCE,16,33
59,SPRING,13,28
60,E HOUSTON,57,72
60,ELIZABETH,200,259
60,MOTT,240,292
60,PRINCE,16,33
61,E HOUSTON,37,56
61,JERSEY,NA,NA
61,MOTT,207,292
61,MULBERRY,212,290
61,PRINCE,32,46
61,SPRING,29,46
62,CROSBY,74,103
62,ELM,40,78
62,MARION,NA,NA
62,MULBERRY,212,256
62,PRINCE,47,70
62,SPRING,47,78
63,BROADWAY,488,608
63,BROOME,429,442
63,CROSBY,40,147
63,E HOUSTON,1,40
63,ELM,79,90
63,JERSEY,1,19
63,MARION,NA,NA
63,MULBERRY,257,290
63,PRINCE,47,82
63,SPRING,79,87
63,W HOUSTON,NA,NA
64,BLEECKER,1,73
64,BOWERY,281,318
64,BROADWAY,610,641
64,CROSBY,148,171
64,E 1,NA,NA
64,E HOUSTON,1,88
64,ELIZABETH,260,311
64,MOTT,293,322
64,MULBERRY,291,310
64,W HOUSTON,NA,NA
65,BLEECKER,1,73
65,BOND,NA,NA
65,BOWERY,315,362
65,BROADWAY,642,697
65,CROSBY,NA,NA
65,E 2,NA,NA
65,E 3,NA,NA
65,E 4,1,47
65,ELIZABETH,NA,NA
65,GREAT JONES,1,59
65,GREAT JONES ALY,NA,NA
65,JONES ALY,NA,NA
65,LAFAYETTE PL,1,13
65,MOTT,NA,NA
65,MULBERRY,NA,NA
65,SHINBONE ALY,NA,NA
65,SHINBURG ALY,NA,NA
65,W 3,NA,NA
65,W 4,NA,NA
66,4 AVE,NA,NA
66,ASTOR PL,NA,NA
66,BOWERY,NA,NA
66,BROADWAY,696,860
66,CLINTON PL,NA,NA
66,COOPER SQ,NA,NA
66,E 10,61,72
66,E 11,NA,NA
66,E 12,55,70
66,E 13,63,76
66,E 14,NA,NA
66,E 4,1,47
66,E 5,NA,NA
66,E 7,NA,NA
66,E 8,NA,NA
66,E 9,NA,NA
66,GREAT JONES ALY,NA,NA
66,LAFAYETTE PL,NA,NA
66,STABLE CT,NA,NA
66,UNION E SQ,NA,NA
66,UNION SQ,NA,NA
66,W 4,NA,NA
66,WANAMAKER PL,70,92
66,WASHINGTON PL,NA,NA
66,WAVERLY PL,NA,NA
67,3 AVE,NA,NA
67,4 AVE,1,409
67,ASTOR PL,NA,NA
67,BOWERY,NA,NA
67,COOPER SQ,NA,NA
67,E 10,73,98
67,E 11,100,129
67,E 12,100,141
67,E 5,NA,NA
67,E 6,NA,NA
67,E 7,NA,NA
67,E 8,NA,NA
67,E 9,NA,NA
67,LAFAYETTE CT,1,8
67,SAINT MARKS PL,NA,NA
67,STUYVESANT,NA,NA
68,3 AVE,86,124
68,4 AVE,115,158
68,E 12,100,141
68,E 13,100,145
68,E 14,100,152
68,IRVING PL,NA,NA
68,UNION E SQ,NA,NA
69,3 AVE,125,165
69,4 AVE,NA,NA
69,E 14,100,152
69,E 15,100,153
69,E 16,100,150
69,IRVING PL,1,34
69,UNION E SQ,NA,NA
70,3 AVE,166,203
70,4 AVE,NA,NA
70,E 16,100,150
70,E 17,100,148
70,E 18,100,157
70,IRVING PL,35,64
70,UNION E SQ,NA,NA
71,3 AVE,204,263
71,4 AVE,221,250
71,E 18,100,157
71,E 19,99,151
71,E 20,100,154
71,E 21,137,157
71,GRAMERCY E PARK,NA,NA
71,GRAMERCY N PARK,NA,NA
71,GRAMERCY PARK,NA,NA
71,GRAMERCY S PARK,NA,NA
71,GRAMERCY W PARK,NA,NA
71,IRVING PL,65,86
71,UNION E SQ,NA,NA
72,3 AVE,260,300
72,4 AVE,251,308
72,E 20,100,110
72,E 21,100,157
72,E 22,100,161
72,E 23,100,164
72,GRAMERCY N PARK,NA,NA
72,GRAMERCY PARK,NA,NA
72,GRAMERCY S PARK,NA,NA
72,GRAMERCY W PARK,NA,NA
72,IRVING PL,NA,NA
72,LEXINGTON AVE,1,17
73,4 AVE,251,308
73,5 AVE,NA,NA
73,BROADWAY,902,963
73,E 14,NA,NA
73,E 15,NA,NA
73,E 16,NA,NA
73,E 17,NA,NA
73,E 18,NA,NA
73,E 19,NA,NA
73,E 20,14,55
73,E 21,5,61
73,E 22,5,50
73,E 23,NA,NA
73,MADISON AVE,NA,NA
73,UNION E SQ,NA,NA
73,UNION SQ,NA,NA
73,W 23,NA,NA
74,ALLEN,NA,NA
74,BAYARD,NA,NA
74,BOWERY,NA,NA
74,CATHERINE,1,12
74,CHATHAM,NA,NA
74,DIVISION,NA,NA
74,DOYERS,NA,NA
74,E BROADWAY,16,73
74,E. BROADWAY,74,119
74,ELDRIDGE,NA,NA
74,FORSYTH,NA,NA
74,MARKET,1,8
74,NEW BOWERY,NA,NA
74,PIKE,1,7
75,CATHERINE,11,24
75,E BROADWAY,16,73
75,HENRY,15,64
75,MARKET,9,22
76,CATHERINE,25,44
76,HENRY,15,64
76,MADISON,69,122
76,MARKET,23,40
77,BIRMINGHAM,NA,NA
77,E BROADWAY,NA,NA
77,E. BROADWAY,74,119
77,HENRY,65,102
77,MADISON,121,138
77,MARKET,9,40
77,PIKE,8,24
78,BIRMINGHAM,NA,NA
78,HENRY,85,102
78,MADISON,121,156
78,MARKET,39,56
78,MECHANIC ALY,NA,NA
78,MONROE,46,78
78,PIKE,23,58
79,CATHERINE,43,64
79,MADISON,69,122
79,MARKET,39,56
79,MONROE,1,45
80,CATHERINE,NA,NA
80,CHERRY,165,209
80,HAMILTON,1,51
80,MARKET,NA,NA
80,MECHANIC ALY,NA,NA
80,MONROE,1,78
80,OAK,NA,NA
80,PIKE,59,74
81,CATHERINE,73,98
81,CATHERINE SL,NA,NA
81,CHERRY,116,164
81,HAMILTON,1,51
81,MARKET,58,80
81,OAK,NA,NA
82,CATHERINE,NA,NA
82,CATHERINE SL,NA,NA
82,CATHERINE SLIP,1,27
82,CHERRY,116,209
82,MARKET,NA,NA
82,MARKET SLIP,81,104
82,MECHANIC ALY,NA,NA
82,PIKE,NA,NA
82,PIKE SLIP,75,90
82,SOUTH,NA,NA
82,WATER,391,470
83,CHERRY,210,254
83,MONROE,79,120
83,PELHAM,NA,NA
83,PIER 40,NA,NA
83,PIKE,59,74
83,PIKE SLIP,75,90
83,RUTGERS,NA,NA
83,SOUTH,NA,NA
83,WATER,471,515
84,MADISON,157,204
84,MONROE,79,120
84,PELHAM,NA,NA
84,PIKE,39,58
84,RUTGERS,33,50
85,HENRY,101,147
85,MADISON,157,204
85,PIKE,23,40
85,RUTGERS,15,34
86,ALLEN,NA,NA
86,CANAL,NA,NA
86,DIVISION,NA,NA
86,E BROADWAY,120,162
86,HENRY,101,147
86,LUDLOW,NA,NA
86,ORCHARD,NA,NA
86,PIKE,1,24
86,RUTGERS,NA,NA
87,CANAL,NA,NA
87,DIVISION,153,194
87,E BROADWAY,NA,NA
87,ESSEX,NA,NA
87,HENRY,148,177
87,JEFFERSON,1,27
87,MADISON,201,225
87,NORFOLK,NA,NA
87,RUTGERS,NA,NA
88,CLINTON,190,218
88,DIVISION,181,216
88,E BROADWAY,191,219
88,HENRY,178,207
88,HESTER,NA,NA
88,JEFFERSON,1,27
88,MADISON,226,258
88,NORFOLK,NA,NA
88,SUFFOLK,NA,NA
89,CLINTON,219,232
89,JEFFERSON,28,31
89,MADISON,201,258
89,MONROE,121,146
89,RUTGERS,33,50
89,RUTGERS PL,1,28
90,CHERRY,253,319
90,CLINTON,233,261
90,JEFFERSON,NA,NA
90,MONROE,121,146
